Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2004","2004","1000 An","16227663","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2005","2005","1000 An","16708477","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2006","2006","1000 An","17071137","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2007","2007","1000 An","17760609","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2008","2008","1000 An","18440457","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2009","2009","1000 An","19203830","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2010","2010","1000 An","19709127","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2011","2011","1000 An","19435679","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2012","2012","1000 An","19950828","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2013","2013","1000 An","20409274","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2014","2014","1000 An","20610497","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2015","2015","1000 An","21301651","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2016","2016","1000 An","22222752","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2017","2017","1000 An","24493426","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2018","2018","1000 An","24878993","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2019","2019","1000 An","25368219","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2020","2020","1000 An","25562869","E","Estimated value"
"QCL","Crops and livestock products","001","World","5112","Stocks","02151","Chickens","2021","2021","1000 An","25856087","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1961","1961","An","406136221","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1962","1962","An","422919595","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1963","1963","An","447813064","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1964","1964","An","459014345","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1965","1965","An","496371188","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1966","1966","An","510375783","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1967","1967","An","547534711","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1968","1968","An","546954093","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1969","1969","An","537589522","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1970","1970","An","547174671","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1971","1971","An","618357064","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1972","1972","An","669084520","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1973","1973","An","684079210","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1974","1974","An","687539088","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1975","1975","An","685593503","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1976","1976","An","682309453","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1977","1977","An","711179392","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1978","1978","An","737377121","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1979","1979","An","764880666","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1980","1980","An","797698062","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1981","1981","An","780542257","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1982","1982","An","769348106","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1983","1983","An","776413480","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1984","1984","An","788075165","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1985","1985","An","793381688","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1986","1986","An","825492231","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1987","1987","An","835744294","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1988","1988","An","829414675","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1989","1989","An","844133028","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1990","1990","An","849316503","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1991","1991","An","868690826","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1992","1992","An","870294808","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1993","1993","An","875182092","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1994","1994","An","882964383","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1995","1995","An","896166921","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1996","1996","An","910081576","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1997","1997","An","834816716","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1998","1998","An","870175514","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1999","1999","An","890199470","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2000","2000","An","898673593","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2001","2001","An","881852585","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2002","2002","An","892337441","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2003","2003","An","898513214","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2004","2004","An","892798545","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2005","2005","An","904361013","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2006","2006","An","924968915","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2007","2007","An","919087720","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2008","2008","An","938541908","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2009","2009","An","967817533","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2010","2010","An","971728712","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2011","2011","An","973745736","A","Official figure"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2012","2012","An","984030070","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2013","2013","An","979605629","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2014","2014","An","989996225","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2015","2015","An","992141586","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2016","2016","An","985393318","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2017","2017","An","977035649","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2018","2018","An","957244747","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2019","2019","An","838488459","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2020","2020","An","937513233","E","Estimated value"
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2021","2021","An","975409675","E","Estimated value"
